

🇨🇳央视频道,#genre#
鏡新聞,http://gat.xyys.site/cdnlive.php?mode=play;id=5385d16f16b85693ab0abb7dcc3b53c1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森新聞(美),http://gat.xyys.site/cdnlive.php?mode=play;id=1ba21d42c16758998177a443ed8fe67a;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森新聞,http://gat.xyys.site/cdnlive.php?mode=play;id=b2f5089c0f9c554085422cfca74fa809;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視,http://gat.xyys.site/cdnlive.php?mode=play;id=bd9fd27de74c5aeba2e0b7aa79430c89;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
中視,http://gat.xyys.site/cdnlive.php?mode=play;id=51e1129c239a574587bf93ec2ca42dc5;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
臺視,http://gat.xyys.site/cdnlive.php?mode=play;id=29b5f31cf9225258849f8c2a09ce7c48;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
華視,http://gat.xyys.site/cdnlive.php?mode=play;id=693450a5fd7a5db591e95f899ae08f7f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
公視,http://gat.xyys.site/cdnlive.php?mode=play;id=f451d1081e6c50da8a6442a35de8c462;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
中旺電視,http://gat.xyys.site/cdnlive.php?mode=play;id=2ce9bb258abe5713a4d9b435fa8d0a25;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
公視戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=dd88c5233c625e089378e97387b2e231;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視第壹,http://gat.xyys.site/cdnlive.php?mode=play;id=020c9353763559679cb77096f7c33fb3;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視臺灣,http://gat.xyys.site/cdnlive.php?mode=play;id=eef442af84b457a1989d97b2434010b6;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視影劇,http://gat.xyys.site/cdnlive.php?mode=play;id=66440baa727b58cc914becf780c4d41c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視旅遊,http://gat.xyys.site/cdnlive.php?mode=play;id=a6b2a9b625755596874d07acfb7b3808;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
民視綜藝,http://gat.xyys.site/cdnlive.php?mode=play;id=f5abb83185a550a68fecf3a696eea04f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
臺視綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=84bc1d235e665f849ef6f96c9225a079;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
臺視財經,http://gat.xyys.site/cdnlive.php?mode=play;id=a96fbd87910c55a2b4de00b4015499c1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
臺灣戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=b4273023274b56f48360a5795a81159c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
壹電影,http://gat.xyys.site/cdnlive.php?mode=play;id=e9147b690ba25957aa77bb3c969ae34f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
JET綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=29a140022f3654f5b1dc85888e8901ab;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
年代MUCH,http://gat.xyys.site/cdnlive.php?mode=play;id=f4d5563d0bde58ed82ab9f76a10edb06;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
非凡商業,http://gat.xyys.site/cdnlive.php?mode=play;id=0cf50ab4958957a18ab984848362e17b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
寰宇財經,http://gat.xyys.site/cdnlive.php?mode=play;id=16346c7339e855c6a7a8155ba0aa6507;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森超視34.5,http://gat.xyys.site/cdnlive.php?mode=play;id=9bca6642b37158b495dbfd4f5586fa28;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森美洲,http://gat.xyys.site/cdnlive.php?mode=play;id=b3e9f081ea2e5ea2af896bf1c00fd767;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森中國,http://gat.xyys.site/cdnlive.php?mode=play;id=737f8bed13865fbdad5d66f061cad7d4;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森超視,http://gat.xyys.site/cdnlive.php?mode=play;id=27b8985767cf5e328b9a9d7f592e696f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=fedeab92aab25720918b996af09ea92e;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森財經,http://gat.xyys.site/cdnlive.php?mode=play;id=2bd196e3c0a7586d83941d080807eff9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森電影,http://gat.xyys.site/cdnlive.php?mode=play;id=be3919d1ff2059928b5744d20a19382c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森洋片,http://gat.xyys.site/cdnlive.php?mode=play;id=2dbd6ba2bfdd5fe29a6b3336d178666b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=5497cce3af3653d18dca427668b481f9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=70c28c9e4ba05470aac6fac21c1014e5;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
東森Yoyo,http://gat.xyys.site/cdnlive.php?mode=play;id=1cc5932bf2585cbdb489e6b407d008bd;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MOMO綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=14d23cfbd47655c79cf762a705876b8b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MOMO親子,http://gat.xyys.site/cdnlive.php?mode=play;id=43fff8ceadc35008a2f2535ed8d76a45;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
國興衛視,http://gat.xyys.site/cdnlive.php?mode=play;id=7207fcb89a5b5d9698cdaa3a25efa77d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍祥時代,http://gat.xyys.site/cdnlive.php?mode=play;id=b8f0b880e72157539d3e90bbbff8214b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華偶像,http://gat.xyys.site/cdnlive.php?mode=play;id=160f2287dcb453b6b1742bd59b70be2b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=824853d57f4b5980b903da85d276f1c8;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華日韓,http://gat.xyys.site/cdnlive.php?mode=play;id=a7fc1953afe25611af846b56f3550022;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華電影,http://gat.xyys.site/cdnlive.php?mode=play;id=7ff9f3f6848055a7830fa9c3887360ce;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華影劇,http://gat.xyys.site/cdnlive.php?mode=play;id=5b42ea80b6455d2fb356e3c501c64906;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華洋片,http://gat.xyys.site/cdnlive.php?mode=play;id=3944fe2972c8521dbf2db2f767667078;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華卡通,http://gat.xyys.site/cdnlive.php?mode=play;id=1e2bd00682825b44a29dcf0ce5217797;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
龍華經典,http://gat.xyys.site/cdnlive.php?mode=play;id=7e519b1192465e679776032b67cc5536;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
三立綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=1089613c40a7568bacb856c4eab8314d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
三立臺灣,http://gat.xyys.site/cdnlive.php?mode=play;id=51be7a56e8535a29947a5d334cb041b1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
三立戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=5173a24973fc5557b375f27ad939cff9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
中天綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=8887b42b7acf50ff94641429bb090ad9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
中天娛樂,http://gat.xyys.site/cdnlive.php?mode=play;id=8452d4d5f2185492a6cc6e9123a1d5b9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=c11322dcc74654f6a005c9b09dde7281;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=53d44148859555f98a7da31b90982d99;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來日本,http://gat.xyys.site/cdnlive.php?mode=play;id=3c18cf4254e75cc9b99f4d7582b24fa7;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來育樂,http://gat.xyys.site/cdnlive.php?mode=play;id=0dc4f78daff255278cf389e88d54648c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來電影,http://gat.xyys.site/cdnlive.php?mode=play;id=e042cab97e3b5e0d8cc0b914ac4d92ff;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
緯來體育,http://gat.xyys.site/cdnlive.php?mode=play;id=8330b9d0cd845f538f7f749a3a683f75;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
八大第壹,http://gat.xyys.site/cdnlive.php?mode=play;id=a41bf13a57fa5f5e81678ba4dccc47ee;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
八大戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=35a7b14e788e53f2b0a3ea01ddc8889e;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
八大綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=82def72e231e5567b7f29af7e069fa14;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
八大精采,http://gat.xyys.site/cdnlive.php?mode=play;id=78d037cc406657bd83409e9e86206a77;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
八大娛樂,http://gat.xyys.site/cdnlive.php?mode=play;id=75a7a5cc1e0d5d658b2ac3c5e8790568;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TVBS精采,http://gat.xyys.site/cdnlive.php?mode=play;id=8fb3c5b470c65193ac455c7421532618;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TVBS歡樂,http://gat.xyys.site/cdnlive.php?mode=play;id=a518ab6b423d5136b4e2040ec68d63d0;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TVBS亞洲,http://gat.xyys.site/cdnlive.php?mode=play;id=95a0c01970e45089b6bee92d9d34f57d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TVBS_HD,http://gat.xyys.site/cdnlive.php?mode=play;id=872dfd1f8a4550de88859515f8b8a48c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=c89a4b55c7e056b3932340ff486c976b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天日本,http://gat.xyys.site/cdnlive.php?mode=play;id=a0cc0bde81425de4a9c6cd3c75d2d8a9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天卡通,http://gat.xyys.site/cdnlive.php?mode=play;id=a2071401f5735e0fa4d20d5db8914e7a;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖洋卡通,http://gat.xyys.site/cdnlive.php?mode=play;id=f6278fe34f5f54beafd0b8daca21a2c5;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天電影,http://gat.xyys.site/cdnlive.php?mode=play;id=412c37e55b005efda1f2ea4fda8efdf9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天資訊,http://gat.xyys.site/cdnlive.php?mode=play;id=593ea9a0db7253f8a7f1919b396f40d2;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天國際,http://gat.xyys.site/cdnlive.php?mode=play;id=a13428acbbce56ec97e3ad28d0994761;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=739d1100703a5556becd36f3904a47ed;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖洋戲劇,http://gat.xyys.site/cdnlive.php?mode=play;id=a5d6a06b8bfd59be85ce8342d0fa8838;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天育樂,http://gat.xyys.site/cdnlive.php?mode=play;id=6496b48d655a5cc5b5749a0bfbd4a0b0;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天映畫,http://gat.xyys.site/cdnlive.php?mode=play;id=0c4ab4d77780525ea4d788fdb7ffdff1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
靖天歡樂,http://gat.xyys.site/cdnlive.php?mode=play;id=77c27457f1225b0bb07cadf3bb1835ab;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
華藝中文,http://gat.xyys.site/cdnlive.php?mode=play;id=0a011cdb74635c5ca7eaf0ba9f79a9fd;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
LUXETV,http://gat.xyys.site/cdnlive.php?mode=play;id=d88e02b749c95ffea48654d3db7e2ba5;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Trvl旅遊,http://gat.xyys.site/cdnlive.php?mode=play;id=89464ca5274856e5ac109eb39ca09772;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
美食星球,http://gat.xyys.site/cdnlive.php?mode=play;id=4a724e20172e5cc2ba533fb23042222d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ASIA亞洲旅遊,http://gat.xyys.site/cdnlive.php?mode=play;id=f13240caf5945d2ea884f5c2c1bb7ca3;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
臺灣Plus,http://gat.xyys.site/cdnlive.php?mode=play;id=17864e7b1ee851fa992848eb6440881b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
EYE旅遊,http://gat.xyys.site/cdnlive.php?mode=play;id=10828521ada6522b861232c70fba8d92;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
愛爾達日韓,http://gat.xyys.site/cdnlive.php?mode=play;id=329d0c64d07e59568922ae4b54812738;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
愛爾達影劇,http://gat.xyys.site/cdnlive.php?mode=play;id=8e0d3ac5ce59566b9b318730d4421c7f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
愛爾達綜合,http://gat.xyys.site/cdnlive.php?mode=play;id=7563f78ba12c5e7a8a07a137922d4553;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
愛爾達娛樂,http://gat.xyys.site/cdnlive.php?mode=play;id=f4405a0cd0fa5775a48a5062e7b7d752;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
愛爾達生活旅遊,http://gat.xyys.site/cdnlive.php?mode=play;id=dfa1c50e6e3055b9ad21e3f0be68a630;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Cartoonito,http://gat.xyys.site/cdnlive.php?mode=play;id=c9ee9f3e31a45630903195d57d9ce265;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
CN卡通,http://gat.xyys.site/cdnlive.php?mode=play;id=d0e52f55aa1f5573904a0cfeac2cf8a2;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Nickelodeon,http://gat.xyys.site/cdnlive.php?mode=play;id=4f10dec5d9625d59954706360480a283;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Boomerang,http://gat.xyys.site/cdnlive.php?mode=play;id=6607bb940a6354848ca2b26376d7fd6c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
NickJr,http://gat.xyys.site/cdnlive.php?mode=play;id=b0928de441d050d79822536e6649211c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
BBCCbeebies,http://gat.xyys.site/cdnlive.php?mode=play;id=1034650bade75969a0ab8ae7ad8d772e;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
DreamWorks夢工場動漫,http://gat.xyys.site/cdnlive.php?mode=play;id=cabab94f336e5a1da43ead0d7d0c28cb;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
DaVinci達文西,http://gat.xyys.site/cdnlive.php?mode=play;id=4e95ca4b6a2c5acda990240e4a049ea4;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
精選動漫,http://gat.xyys.site/cdnlive.php?mode=play;id=b1fdc6ff56c25306b7ad1ff6ae796895;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
經典卡通,http://gat.xyys.site/cdnlive.php?mode=play;id=e227839b8d445dba91dd3d1dc0a335c9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Animaxa動漫,http://gat.xyys.site/cdnlive.php?mode=play;id=75df120b326d5f1a8717c5788e674b3d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
霹雳台湾,http://gat.xyys.site/cdnlive.php?mode=play;id=ddec26a859f950d68429d57ceb7538c8;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
金光布袋戲,http://gat.xyys.site/cdnlive.php?mode=play;id=712350a1a6f5579f97cec205ae770bac;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
AXN電影,http://gat.xyys.site/cdnlive.php?mode=play;id=b192c5fd5cc85d4ca09db138a87333c8;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
AXN電影,http://gat.xyys.site/cdnlive.php?mode=play;id=fbb3b494711353919c6cbde443402adf;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
華納電影,http://gat.xyys.site/cdnlive.php?mode=play;id=d36fa0c36dba5af9a69bcfbc81b3d4ac;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Thrill,http://gat.xyys.site/cdnlive.php?mode=play;id=e1bab2fbd31a5975bf7ec10759a8bb3a;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TVN,http://gat.xyys.site/cdnlive.php?mode=play;id=41aeed900b405dcb91da8e74a06ed761;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
StarMovies,http://gat.xyys.site/cdnlive.php?mode=play;id=b4446b35f3f85947b3aa0eff48584465;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
CinemaWorld,http://gat.xyys.site/cdnlive.php?mode=play;id=10ba82f71e7655f799551d58f2078ceb;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
CINEMAX,http://gat.xyys.site/cdnlive.php?mode=play;id=c13903b229cb581fb336de2fae31de55;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HBO,http://gat.xyys.site/cdnlive.php?mode=play;id=d9a13b2abd9b54c4b9f73b3ea7fc435f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HBO_Signature,http://gat.xyys.site/cdnlive.php?mode=play;id=2b5a0504db9a593cb0eef23c413b753a;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HBO_Hits,http://gat.xyys.site/cdnlive.php?mode=play;id=f33294f0505955329ac80453d7e26ab2;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HBO_Family,http://gat.xyys.site/cdnlive.php?mode=play;id=d961f1a2451a558c8a33fe42865dce14;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MCE電影,http://gat.xyys.site/cdnlive.php?mode=play;id=35cfcda1a65f505eb76b1bb41512cdf9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
amc電影,http://gat.xyys.site/cdnlive.php?mode=play;id=cf6f7d728dc856b99164836e3fc550d1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Docsville,http://gat.xyys.site/cdnlive.php?mode=play;id=c3b15e8db9a15520ab0780d0e51449ca;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
WILDStyff,http://gat.xyys.site/cdnlive.php?mode=play;id=54c04bad7f7658af9e3704d101ecbfc9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ROCK_Action,http://gat.xyys.site/cdnlive.php?mode=play;id=3686f29e158957b6ae49b91b70dcd966;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ROCKEntertainment,http://gat.xyys.site/cdnlive.php?mode=play;id=3548111bf52f56c0bc09d5ad15b78e80;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ROCK_STREAM,http://gat.xyys.site/cdnlive.php?mode=play;id=25699550e8755ce68f54b9b78e71af0c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
采昌影劇,http://gat.xyys.site/cdnlive.php?mode=play;id=7dc7d7dc86c1546682cbbe45e1707342;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
紅豆TV,http://gat.xyys.site/cdnlive.php?mode=play;id=05822d3773475d2ea0733626040f1c14;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
大立,http://gat.xyys.site/cdnlive.php?mode=play;id=e8293d475dfd550097ec97f4c642d077;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
Smart知識,http://gat.xyys.site/cdnlive.php?mode=play;id=6ecdcaafbc005df49397de691c680517;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
StinorayCmusic,http://gat.xyys.site/cdnlive.php?mode=play;id=42a93576a6fe5c68b9bfb7b1710c168e;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
客家電視,http://gat.xyys.site/cdnlive.php?mode=play;id=dded3b398c1952dfaf2cab8f0b23bdf3;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
TITV原住民,http://gat.xyys.site/cdnlive.php?mode=play;id=a6308d0e0c0556dbac09e964d8ead15b;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
古典音樂,http://gat.xyys.site/cdnlive.php?mode=play;id=24ae837292d15aeeb864e0b95ab0966d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MezzoLive,http://gat.xyys.site/cdnlive.php?mode=play;id=bc48a77dcb5e5a5d846b8a816003a182;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MezzoLive,http://gat.xyys.site/cdnlive.php?mode=play;id=405db634ea0c57388863c370e08c2e1f;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
豬哥亮歌廳秀,http://gat.xyys.site/cdnlive.php?mode=play;id=2fe9aeff88be56da9cc244f31c2d9834;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
MagellanTV頻道,http://gat.xyys.site/cdnlive.php?mode=play;id=24d6e95c82e25310b1fea8d2465e87bf;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
幸福空間居家,http://gat.xyys.site/cdnlive.php?mode=play;id=c62ae830946f5f35ab91b3146a316bf3;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
空中英語教室,http://gat.xyys.site/cdnlive.php?mode=play;id=f81eb00bfbe255c6a4206bc43dbc06a0;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ELTV生活英語,http://gat.xyys.site/cdnlive.php?mode=play;id=880f7f73bef35285adc0f39b84d200b6;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
ABC互動英語,http://gat.xyys.site/cdnlive.php?mode=play;id=9a27a2aa09a0509e9663523bfe153af0;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
BBC_Earth,http://gat.xyys.site/cdnlive.php?mode=play;id=5d93499207d7561786fe4212ca8425a9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
BBC_Lifestyle,http://gat.xyys.site/cdnlive.php?mode=play;id=6251448a66c6505fa8655120ee7c40a4;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
BBCNews,http://gat.xyys.site/cdnlive.php?mode=play;id=bf917239386e554699285c0ff0e623d9;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
INULTRA,http://gat.xyys.site/cdnlive.php?mode=play;id=70276f0172cc5d14850a7136a9863383;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
動物星球,http://gat.xyys.site/cdnlive.php?mode=play;id=d04cd8e3701a51549f3591bc14217f52;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HISTORY歷史,http://gat.xyys.site/cdnlive.php?mode=play;id=41e78bdc45a159cb8dab434ad5bbcb55;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
探索頻道,http://gat.xyys.site/cdnlive.php?mode=play;id=ede47c61d7f35a3a9d66ba250572f2f2;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
DMAX,http://gat.xyys.site/cdnlive.php?mode=play;id=c459ee640fb85dcb8addc704a71af093;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
SCI,http://gat.xyys.site/cdnlive.php?mode=play;id=a8ba2e169433504388773dda8b9537dc;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
DiscoveryAsla,http://gat.xyys.site/cdnlive.php?mode=play;id=b8a7f41fad375cbabe214a82832a92c1;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
EVE,http://gat.xyys.site/cdnlive.php?mode=play;id=1a7e290d09275341a56053d145972d0c;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
HGTV,http://gat.xyys.site/cdnlive.php?mode=play;id=ad15b9d877d25fd68ee1c19018144c47;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
CRIME+,http://gat.xyys.site/cdnlive.php?mode=play;id=14a026247fa85856b5747872b3182dbe;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
CNEX視納華仁紀實,http://gat.xyys.site/cdnlive.php?mode=play;id=608f214dece25d38ac5ea699326c299d;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
LOVE_NATURE,http://gat.xyys.site/cdnlive.php?mode=play;id=8094de462a925903b9290fb921a69306;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
GlobalTrekker,http://gat.xyys.site/cdnlive.php?mode=play;id=95fec37e12745741bc7b14442f7420f7;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
大愛壹,http://gat.xyys.site/cdnlive.php?mode=play;id=e93f2b47771d5bc5bbfaf2d96d4466cf;token=1vTGRVZYFOZ3DZ45gNUC11hrdqAj9GfT
